roc_auc,prc_auc,split,set
0.9294914946991539,0.7905072946367941,1,train
0.9889922117677143,0.9325906447532097,2,train
0.9695877670387226,0.8382674406483759,3,train
0.9823097892939507,0.880287468008388,4,train
0.9907470451641174,0.9497545082192438,5,train
0.9911250720202158,0.9601033603060236,6,train
0.9156222402447608,0.7646447077719298,7,train
0.9896787362896237,0.9443291455718701,8,train
0.9827470367077715,0.8843574836718546,9,train
0.9829502541393557,0.9063961494612829,10,train
0.9867947019099179,0.9122680642920408,11,train
0.8794730834742629,0.7332729949331404,12,train
0.9494554079601548,0.7886909946983724,13,train
0.9720091680925627,0.8666469882764734,14,train
0.9664297334791534,0.8501699018792321,15,train
0.9197297198449272,0.7758878353798677,1,validation
0.8970083316535644,0.7194563587877316,2,validation
0.8496657259961029,0.648434901428583,3,validation
0.8024258569299553,0.6277434290135452,4,validation
0.8758835584223611,0.6704848015064026,5,validation
0.7855000000000001,0.5978830317595899,6,validation
0.7578740157480315,0.6274134395381838,7,validation
0.7019731289628168,0.5597944800428158,8,validation
0.9148972538713417,0.6531546576587635,9,validation
0.9260850340136055,0.6862221396454058,10,validation
0.861,0.6395011708127886,11,validation
0.7855291412271845,0.6077749538762055,12,validation
0.8178470919324577,0.7206199646258767,13,validation
0.7687987390077982,0.564041541482727,14,validation
0.8646137992831542,0.66196024496142,15,validation
0.8888520238885202,0.7843118523786152,1,test
0.864963503649635,0.6646460157774865,2,test
0.6811255221175172,0.5303164355992674,3,test
0.8,0.5946032282303405,4,test
0.867158594552929,0.6588575004549488,5,test
0.8689729790389944,0.733299085946442,6,test
0.8786724045955476,0.698994957544999,7,test
0.8962490334753108,0.6787126649831579,8,test
0.8882973541980894,0.7261003494823879,9,test
0.8446586879432624,0.7661418370059714,10,test
0.7481729220859656,0.6160377634238671,11,test
0.6986991392801252,0.5626900599450171,12,test
0.8475106871024919,0.6601725851625928,13,test
0.8633721054773685,0.667486355181486,14,test
0.8446428571428571,0.6451195829277145,15,test
