roc_auc,prc_auc,split,set
0.6433156774865317,0.9408270465191582,1,train
0.9287375745526838,0.9925840994036172,2,train
0.9774575471698113,0.9976605707734767,3,train
0.7135461307324762,0.9592479053798085,4,train
0.9450424528301887,0.9940238482088455,5,train
0.9378728720912073,0.9939795448039638,6,train
0.9940668373784607,0.9993687445748287,7,train
0.9940060663678754,0.9993578805837532,8,train
0.5738967846086254,0.9312770164971766,9,train
0.59153431909456,0.9277398950476305,10,train
0.9556427670155124,0.9951128123330111,11,train
0.9648772130211308,0.9958982284749565,12,train
0.7698633212651904,0.9661857150416391,13,train
0.9815395281618624,0.9981603659714071,14,train
0.9777165899310883,0.9978518343714136,15,train
0.6062378167641326,0.9281039487060165,1,validation
0.7272727272727273,0.9431270382780772,2,validation
0.7126623376623378,0.9668074952220103,3,validation
0.6617283950617283,0.9363296057764312,4,validation
0.6266233766233766,0.9427897657421032,5,validation
0.6333333333333332,0.9021747216069564,6,validation
0.7300884955752213,0.9638468398870393,7,validation
0.7994565217391304,0.9568719173653946,8,validation
0.6507208387942334,0.9289426768900422,9,validation
0.6684782608695652,0.9688155527884912,10,validation
0.5539823008849558,0.913153711461524,11,validation
0.7657342657342657,0.9580333090448537,12,validation
0.8043478260869567,0.9832922980111662,13,validation
0.7513986013986015,0.9653041724047502,14,validation
0.6785714285714286,0.9154498818727657,15,validation
0.4011627906976744,0.9184929249111833,1,test
0.5127450980392156,0.8734324343026034,2,test
0.6825396825396826,0.9559851887005731,3,test
0.48833333333333334,0.9041703409149768,4,test
0.6681096681096681,0.958819640919115,5,test
0.6174863387978143,0.9130348174698293,6,test
0.7062992125984252,0.9695121045879511,7,test
0.5894097222222222,0.9564405039147938,8,test
0.425,0.8445004471589337,9,test
0.6574803149606299,0.9593345960687298,10,test
0.6031496062992125,0.9486556190710285,11,test
0.4703333333333334,0.8966445568234472,12,test
0.5198511166253101,0.9184533834857465,13,test
0.4373449131513647,0.898747367410947,14,test
0.6897546897546898,0.9598789045745985,15,test
