rmse,mae,r2,split,set
0.505354611040462,0.38032696,0.9827078331893836,1,train
0.5076632353682766,0.34519,0.9826033827164649,2,train
0.5499805555374379,0.38763076,0.97987874717274,3,train
0.568338426551296,0.3823368,0.9777919503763269,4,train
0.6068642071000913,0.43616858,0.9762389168367792,5,train
0.6676123711299159,0.42718098,0.9683092634976778,6,train
0.5378198536930351,0.38352504,0.9800829995105651,7,train
0.5259423461164944,0.39502153,0.9811858436110513,8,train
0.8393467696861424,0.5975312,0.9529958041499201,9,train
0.8971285697480108,0.5824013,0.9352666494903868,10,train
0.8893878106959211,0.6400555,0.9460726515201368,11,train
0.5008253497673812,0.3196972,0.984320264749827,12,train
0.3818924025520787,0.26251984,0.9904523505247995,13,train
0.7531621551845646,0.51434135,0.9610539745426321,14,train
0.6197706080046084,0.4218419,0.9750726237310521,15,train
0.8803283037819329,0.62068963,0.9561462706167579,1,validation
0.813685176335917,0.54217094,0.9433793788234813,2,validation
0.807956684164834,0.5358477,0.9610868052131926,3,validation
0.8402448539133656,0.6048006,0.9430428861086565,4,validation
1.0551109876602713,0.7482351,0.9169619840768544,5,validation
0.8325797408808552,0.61217564,0.9651439986177186,6,validation
0.8791680179302324,0.6089785,0.9263044043739518,7,validation
0.7809337738912958,0.5723676,0.9636500861252382,8,validation
1.0172707355154982,0.65534264,0.935272443620576,9,validation
1.066756362173715,0.72155493,0.9386673439653945,10,validation
0.8915905319818428,0.6829618,0.9557056587781337,11,validation
0.6112873197836993,0.43089283,0.9507429437949928,12,validation
0.7932548194856667,0.47959656,0.9542321549699071,13,validation
0.8734006911490579,0.5831469,0.9525331161506089,14,validation
0.8565496992221461,0.5979155,0.9533084764172035,15,validation
1.0945694170007778,0.7349983,0.899309445831761,1,test
1.0816923636767228,0.65262413,0.9322762404908845,2,test
1.1159931547782185,0.70619607,0.8801010932390778,3,test
1.1184313059121296,0.67622566,0.9335789237129984,4,test
0.55930496501973,0.41479054,0.9663389986789127,5,test
1.0128504488061052,0.6943785,0.935163968225056,6,test
1.3683649279160228,0.7621217,0.9098565616065828,7,test
1.0859291570329246,0.7905574,0.91230480260555,8,test
1.185455871809735,0.7779302,0.8746917407392765,9,test
1.6333829622449012,0.9853395,0.9053734695219178,10,test
1.3402113340749324,0.85483235,0.857229669799505,11,test
1.106354213913696,0.7450439,0.8862959428985446,12,test
1.0016956258724952,0.6775767,0.9134362208353968,13,test
0.9918333307562279,0.65193117,0.9343264290556613,14,test
0.9027750214917745,0.6701031,0.9051952217552376,15,test
