auc_roc,auc_prc,split,set
0.7327390463375663,0.9638770389148164,1,train
0.9722290923223686,0.9977823671587434,2,train
0.9248518011855907,0.9932575224637264,3,train
0.9869187400987792,0.9989455093425946,4,train
0.8385314341846758,0.9829912542475069,5,train
0.992122854561879,0.9993953290857125,6,train
0.8501813457478482,0.9839367990523926,7,train
0.9860416733008524,0.9987512366795853,8,train
0.8691248487641874,0.9871541617054862,9,train
0.9906976744186047,0.9992157089452854,10,train
0.9661929303972097,0.9968467047438225,11,train
0.9903219324879443,0.9991787674507362,12,train
0.963484251968504,0.9967878982261335,13,train
0.821671226630187,0.9800677775399322,14,train
0.9931372549019608,0.9994335235750661,15,train
0.7860360360360361,0.9652545285451316,1,validation
0.7253694581280788,0.9740511511258929,2,validation
0.8322411533420708,0.976370299787777,3,validation
0.7942332896461337,0.9628128230428084,4,validation
0.8723196881091617,0.9885333780720884,5,validation
0.8694174757281553,0.9717553211187868,6,validation
0.8766233766233767,0.9871869636007329,7,validation
0.804093567251462,0.9770272990570603,8,validation
0.8217562254259503,0.971452726227807,9,validation
0.9495073891625617,0.9968228266493884,10,validation
0.7864406779661017,0.9896516630796153,11,validation
0.8391812865497076,0.985557764886882,12,validation
0.8238938053097346,0.9814694818718277,13,validation
0.7875375375375376,0.9721574468595239,14,validation
0.7207792207792207,0.9663292180724863,15,validation
0.7313432835820896,0.9920756853176709,1,test
0.632471008028546,0.90119860227532,2,test
0.7005208333333333,0.9749038055378558,3,test
0.6746031746031745,0.9629476495655676,4,test
0.6186666666666666,0.9377369557480688,5,test
0.7577519379844961,0.9809619179910709,6,test
0.7461538461538462,0.9774935924395796,7,test
0.6505494505494506,0.9722656115689579,8,test
0.5393700787401574,0.947085435290969,9,test
0.7148760330578513,0.9448182679472759,10,test
0.6440972222222223,0.9632801930431245,11,test
0.5693333333333334,0.940293022900876,12,test
0.6258680555555556,0.9550965317457722,13,test
0.7676767676767676,0.9755480002867738,14,test
0.7833333333333334,0.9745644696704724,15,test
