auc_roc,auc_prc,split,set
0.8105050710627184,0.393898622576374,1,train
0.7940862359981588,0.4414361197055545,2,train
0.89205902061688,0.5748962428239318,3,train
0.6084500964564931,0.19889830676066372,4,train
0.9501827016892732,0.7729867931421219,5,train
0.7112227482046823,0.324651908707863,6,train
0.8099703238357217,0.45451402516554906,7,train
0.8193858085498952,0.44807370428703297,8,train
0.8633604419211294,0.5319096895482783,9,train
0.8675084657138589,0.5343092558767883,10,train
0.8182255996497483,0.4746446103836742,11,train
0.9302908113391983,0.6923684717254607,12,train
0.9254719377482049,0.6791980899498398,13,train
0.8205673273243363,0.4426434971554697,14,train
0.9718200721908349,0.854649019168985,15,train
0.7172067901234568,0.433735043414572,1,validation
0.659919028340081,0.2188233952582142,2,validation
0.6939130434782609,0.47396569475877515,3,validation
0.6077669902912621,0.2628048138860207,4,validation
0.6447826086956521,0.29686425564695335,5,validation
0.691588785046729,0.2267616517488541,6,validation
0.6144859813084113,0.18664685202758002,7,validation
0.6841269841269841,0.26530763782534783,8,validation
0.60488346281909,0.24528474961289756,9,validation
0.655373831775701,0.24800646553326738,10,validation
0.7053274139844617,0.2782055213855481,11,validation
0.7347391786903441,0.382455352426891,12,validation
0.7328042328042328,0.23126321818262097,13,validation
0.7347826086956522,0.3663022771517733,14,validation
0.6252104377104377,0.3872911682086303,15,validation
0.5845117845117845,0.3115203276368207,1,test
0.6846994535519125,0.28940331673707925,2,test
0.7362700228832952,0.35345268249928763,3,test
0.4967159277504105,0.1428288978359992,4,test
0.6021409455842998,0.21320257789854333,5,test
0.5547182175622543,0.22686835429469668,6,test
0.514102564102564,0.1707023022006702,7,test
0.6465811965811966,0.2868533577023608,8,test
0.5411764705882353,0.1347598093621096,9,test
0.6621510673234811,0.267338338557453,10,test
0.6518883415435139,0.27949351410175316,11,test
0.6544421487603306,0.29350798956497076,12,test
0.5746965452847806,0.23312148098942992,13,test
0.5452961672473868,0.12679095265132398,14,test
0.5900076277650649,0.1909001876230854,15,test
