roc_auc,prc_auc,split,set
0.914952028667206,0.5203495049259003,1,train
0.8680742073930499,0.3951528597687936,2,train
0.9892343901426001,0.878425658332192,3,train
0.7752519893899203,0.2047519492064951,4,train
0.9033122113511501,0.4442858397470565,5,train
0.8178690889491288,0.36929431391158984,6,train
0.8189166666666666,0.3079868167379125,7,train
0.9743037634408603,0.7442283137729089,8,train
0.9952997149949435,0.9223515852160108,9,train
0.8967138609079217,0.44407233296655074,10,train
0.9180413921471822,0.5698333107536049,11,train
0.9206878492592778,0.5796184575378659,12,train
0.8386551924844832,0.3554614222020239,13,train
0.92047311827957,0.5292837823730686,14,train
0.9555333618680744,0.7289134738177809,15,train
0.8776486671223513,0.23652048079818477,1,validation
0.7462462462462462,0.19503870082092098,2,validation
0.8398612811097511,0.2629984164385622,3,validation
0.8348214285714286,0.43505891676393915,4,validation
0.755656108597285,0.20685891076811685,5,validation
0.8198473282442749,0.3644520238254235,6,validation
0.8106870229007633,0.292976100234821,7,validation
0.7880747126436781,0.29560830612149935,8,validation
0.8045125164690382,0.25036027122878174,9,validation
0.8486332109343125,0.3934566529294343,10,validation
0.7965029761904762,0.33519069478867825,11,validation
0.7658098735210118,0.30782351876562386,12,validation
0.697125697125697,0.10904834449602213,13,validation
0.7455187398153178,0.18012835299344054,14,validation
0.7617337164750958,0.12972447620308972,15,validation
0.6128412149173394,0.09842281861935184,1,test
0.736411149825784,0.17290063571839664,2,test
0.6853070175438596,0.3454602356737525,3,test
0.6625661375661376,0.14293091615278522,4,test
0.6679459064327484,0.1453696456699497,5,test
0.7470319634703196,0.27087458636451694,6,test
0.751441753171857,0.13773285187995643,7,test
0.7397565922920892,0.26425773632572147,8,test
0.8080139372822299,0.2624064032513151,9,test
0.7476190476190476,0.3588118097628852,10,test
0.7212787212787213,0.11964073924117155,11,test
0.7480836236933798,0.22146849601489904,12,test
0.7888438133874239,0.2985619569510474,13,test
0.7487207602339181,0.2736251979726709,14,test
0.7671867381764992,0.1806450265991506,15,test
