auc_roc,auc_prc,split,set
0.8587941768906793,0.9289395031274399,1,train
0.8061244295854988,0.9063198424228244,2,train
0.9747981385601578,0.9894633412518457,3,train
0.7587580120615074,0.872066075743908,4,train
0.7523925479282623,0.8659547443216831,5,train
0.738039313642938,0.8649171542160267,6,train
0.8968534019351866,0.9522402173087292,7,train
0.857487482570668,0.9334871143040944,8,train
0.865618985257059,0.9421522204512559,9,train
0.7395364502005449,0.8510580796463731,10,train
0.933780422106731,0.9730128765252534,11,train
0.8825565539666445,0.9470236710148798,12,train
0.9569887286660775,0.9807613492601504,13,train
0.8424530610817805,0.9202769884158083,14,train
0.9884969688358436,0.9952532139623184,15,train
0.7144556811421772,0.8360885629750552,1,validation
0.6615384615384615,0.7225014916484331,2,validation
0.6495914519170333,0.8114776208265869,3,validation
0.7653256704980842,0.8726055879123843,4,validation
0.6185185185185185,0.7546630646827294,5,validation
0.6985040276179517,0.765808802015266,6,validation
0.6353021978021978,0.8215606176360297,7,validation
0.7702702702702703,0.7559073988217315,8,validation
0.7549407114624506,0.8250828396336497,9,validation
0.7676691729323308,0.9264635383225586,10,validation
0.6736842105263159,0.7841837233232904,11,validation
0.685823754789272,0.7898675750607663,12,validation
0.7044179523141656,0.8462598979862934,13,validation
0.7289156626506025,0.8188528648153262,14,validation
0.6396237507348619,0.70874175542823,15,validation
0.49,0.8461814913259234,1,test
0.7300841167738743,0.8679564177425438,2,test
0.6109243697478992,0.8114524997832842,3,test
0.6501149425287356,0.7644254827717902,4,test
0.595020325203252,0.7861415356141243,5,test
0.5467205750224619,0.6769371161989675,6,test
0.6379585326953747,0.7902420557503806,7,test
0.6221873364730508,0.7692251999829964,8,test
0.5677882236516576,0.7195466975220633,9,test
0.7829896907216495,0.8887305044814247,10,test
0.5395402298850575,0.6973915858473481,11,test
0.6356707317073171,0.7760158171037832,12,test
0.6220551378446116,0.7937514678864974,13,test
0.5827027027027026,0.7539798875187386,14,test
0.6317204301075269,0.7918808522197129,15,test
