roc_auc,prc_auc,split,set
0.8835569066460786,0.9512767866644751,1,train
0.7440901571546734,0.8896588649289613,2,train
0.9540181166440612,0.983665106578293,3,train
0.8426051051051051,0.9413897184967281,4,train
0.6474602966268539,0.8205434210824863,5,train
0.6453086583826168,0.8214069113090747,6,train
0.87514262627247,0.9501114481221096,7,train
0.9258934961397448,0.9649943514267,8,train
0.8777178335449012,0.9497661773501647,9,train
0.9626039063487338,0.9864212058353088,10,train
0.9833377633065319,0.9939846127529823,11,train
0.9409354575163398,0.978337411133644,12,train
0.6562553725715976,0.8118278365645131,13,train
0.8866328327463618,0.9572717230841188,14,train
0.9429996494889388,0.9786572551563872,15,train
0.7163461538461539,0.8825066028000015,1,validation
0.7498428661219358,0.8526888209908898,2,validation
0.6130268199233717,0.8129945548704038,3,validation
0.6843033509700176,0.8301426021350438,4,validation
0.6953601953601953,0.8247313607046889,5,validation
0.7538699690402477,0.8719581841934959,6,validation
0.7008928571428571,0.8473110411939361,7,validation
0.756015037593985,0.9231361203973523,8,validation
0.7074675324675325,0.8707160509490204,9,validation
0.6655219780219781,0.8572752949028268,10,validation
0.6982905982905983,0.8213387334649507,11,validation
0.7134680134680134,0.8829071815529033,12,validation
0.6675824175824177,0.842742757459734,13,validation
0.7603896103896105,0.8858968072916383,14,validation
0.7292929292929292,0.8941763185189657,15,validation
0.671911421911422,0.8620472489470886,1,test
0.5521303258145364,0.7477237612572335,2,test
0.6153377967133292,0.8469426014215518,3,test
0.5254065040650406,0.7510005914123581,4,test
0.6702420242024202,0.8255133213583373,5,test
0.5047006432459179,0.7174239574822745,6,test
0.6937799043062202,0.8390382489134409,7,test
0.5511136493432324,0.7964313734665555,8,test
0.6427392739273926,0.8238704074994878,9,test
0.6396907216494845,0.806570463092199,10,test
0.5313531353135313,0.7942643934718974,11,test
0.4518041237113402,0.693576861992562,12,test
0.5342679127725857,0.8075909290024388,13,test
0.6149068322981366,0.7332686138076567,14,test
0.6818181818181819,0.8779522542858305,15,test
