auc_roc,auc_prc,split,set
0.8796908438124547,0.9353381969478709,1,train
0.6764509148140863,0.7780648014238687,2,train
0.7117946616927759,0.8109680427741955,3,train
0.713722508824328,0.8084732384145674,4,train
0.9886449821075682,0.9940445814798853,5,train
0.9753274323546344,0.9875602965316629,6,train
0.6949789542276466,0.7822448631337361,7,train
0.9209927836537277,0.9568078847780617,8,train
0.8238125664072596,0.8948281764748329,9,train
0.9044837515425751,0.9473837302208068,10,train
0.992632111088404,0.9960761218569156,11,train
0.6821473915050785,0.7923554673073749,12,train
0.8580039263543269,0.9153472906528375,13,train
0.9526194588370756,0.9748365507512186,14,train
0.8416430594900849,0.9019275187447693,15,train
0.7649782135076253,0.784365148190552,1,validation
0.7397222222222223,0.8013271357469105,2,validation
0.6364379084967321,0.6910172208125028,3,validation
0.7540276179516685,0.8195796737687272,4,validation
0.6996080627099664,0.7304901468054097,5,validation
0.7678365937859609,0.8584418404610009,6,validation
0.6800754242614707,0.8134032972362856,7,validation
0.7611445783132529,0.8780459626240377,8,validation
0.6654535274356103,0.7409286196618727,9,validation
0.758139534883721,0.8580357286073987,10,validation
0.712690631808279,0.7772568399706101,11,validation
0.6913888888888889,0.7125209189607551,12,validation
0.721001221001221,0.8532085585384359,13,validation
0.7028710725893824,0.7324967056752292,14,validation
0.6090116279069767,0.7460493327620259,15,validation
0.5772144522144522,0.8013442583916699,1,test
0.5664118490205446,0.7654268019387866,2,test
0.6382978723404256,0.7314146330993647,3,test
0.6298701298701299,0.6584493760681425,4,test
0.7117763483424049,0.8578357201571811,5,test
0.6124168514412417,0.6800360291441389,6,test
0.6378030677882237,0.7873373240346063,7,test
0.6057947900053163,0.7524833641331454,8,test
0.5880459770114943,0.6921474250800441,9,test
0.6308709530323757,0.7317099529090336,10,test
0.5968599033816425,0.7566269624910182,11,test
0.6390386343216532,0.700222777181631,12,test
0.6666666666666666,0.7913147386296092,13,test
0.6683215130023641,0.804571062212793,14,test
0.7080200501253132,0.8445104684849557,15,test
