auc_roc,auc_prc,split,set
0.9969987791644058,0.9862813654290543,1,train
0.7068932038834952,0.37762080073887083,2,train
0.755583996347985,0.45091459036240283,3,train
0.8936466257004414,0.6715565131820302,4,train
0.9661527248261942,0.8699703748825127,5,train
0.9927242241829526,0.9663151503408446,6,train
0.8724022538270184,0.6095856986845861,7,train
0.8097187125235566,0.4990100963136498,8,train
0.8917053674463115,0.6339008045465273,9,train
0.8896305285868393,0.6571034097285344,10,train
0.865372701186905,0.6305296180994466,11,train
0.9564711296391544,0.8512019386329266,12,train
0.8854841813034277,0.6877073343870357,13,train
0.8674668042322925,0.6229244691367737,14,train
0.8874550622173489,0.6122832396971036,15,train
0.7226705796038151,0.4547768693418143,1,validation
0.6723130841121495,0.1832112203194466,2,validation
0.6713352007469654,0.3225076191909623,3,validation
0.6089795918367348,0.2525798672091205,4,validation
0.6705796038151138,0.48063033976736796,5,validation
0.6297852474323062,0.34228837218836133,6,validation
0.6983673469387754,0.425014365815959,7,validation
0.5462962962962963,0.1349556845109787,8,validation
0.5999206978588422,0.2949614536384422,9,validation
0.7990654205607477,0.5869349675176662,10,validation
0.7693744164332399,0.44043641250379323,11,validation
0.67,0.2867942487136585,12,validation
0.6503036437246964,0.35175752866351906,13,validation
0.7174757281553399,0.36006686406629734,14,validation
0.7278244631185807,0.3846696210564901,15,validation
0.47366597366597374,0.27340119917124184,1,test
0.6188552188552188,0.292878526285105,2,test
0.556047197640118,0.26822454873229823,3,test
0.6266726137377342,0.23371052280745092,4,test
0.5003687315634218,0.1672349377642786,5,test
0.5545454545454546,0.3923514846179505,6,test
0.6310714285714285,0.29804809323326475,7,test
0.6001386001386001,0.2712292740928605,8,test
0.7021625163826999,0.42501535809401675,9,test
0.5686868686868687,0.2583384899029155,10,test
0.5623156342182891,0.3519369561225819,11,test
0.4314449917898193,0.13536622889049393,12,test
0.5408684546615581,0.2771690066183951,13,test
0.6138339920948617,0.3758073306319801,14,test
0.6092857142857143,0.22368566910286222,15,test
