auc_roc,auc_prc,split,set
0.7940956199533642,0.7949105279181257,1,train
0.8811041104503419,0.892954068807965,2,train
0.8020210953878406,0.8134040755837404,3,train
0.7977677986102005,0.8084445820258714,4,train
0.922797786743365,0.9319043426315129,5,train
0.8985661109363531,0.900071418167441,6,train
0.8930902808453829,0.9085622254819598,7,train
0.9960301888766807,0.9961151652713185,8,train
0.7556635257165292,0.7485990179069903,9,train
0.8096567752917492,0.811885609352371,10,train
0.9755473926822242,0.9790681887996676,11,train
0.9917440119515255,0.9930051238041337,12,train
0.9989522247216027,0.99907655537518,13,train
0.9968941759246216,0.9970688472705478,14,train
0.9873479079669205,0.989010582941936,15,train
0.7733050847457628,0.7869894314127691,1,validation
0.751853813559322,0.7278836898479523,2,validation
0.7022739291380221,0.6756622803881411,3,validation
0.7477525118984664,0.7222919045357055,4,validation
0.7028601694915254,0.7350084239742563,5,validation
0.7838624338624339,0.7615668310029073,6,validation
0.7294117647058823,0.7743594575189512,7,validation
0.7620689655172413,0.7398884100130249,8,validation
0.7193496801705758,0.7586370698268826,9,validation
0.7579449152542372,0.7777407668834657,10,validation
0.7338624338624339,0.7152194929223784,11,validation
0.6676377118644068,0.649961911433561,12,validation
0.7174258474576269,0.7276530730939734,13,validation
0.7851851851851851,0.7928799477298203,14,validation
0.7325396825396825,0.7140788943936067,15,validation
0.6601809954751131,0.755381377894204,1,test
0.6982942430703625,0.7240871416829187,2,test
0.6773367477592829,0.680249249272409,3,test
0.6680170575692963,0.6745100682196516,4,test
0.6859307359307358,0.7583140244440656,5,test
0.6108742004264393,0.6259428275562042,6,test
0.698416095890411,0.7580480323890287,7,test
0.6381086142322098,0.7777561678708571,8,test
0.615268817204301,0.6513290002732169,9,test
0.6768796175575836,0.7292404478908884,10,test
0.5849870578084555,0.6462358949225546,11,test
0.6797441364605544,0.6844925347399651,12,test
0.7279129321382843,0.7706277056888486,13,test
0.6378942881500427,0.7048039967874715,14,test
0.6971318493150684,0.7317004296435481,15,test
