roc_auc,prc_auc,split,set
0.8700533119689822,0.8592768921528846,1,train
0.958803541470064,0.9591671408192579,2,train
0.9754189156859467,0.9745749640452803,3,train
0.953669371363003,0.9539423486329058,4,train
0.9637421062483374,0.9475882873714255,5,train
0.8143825807107063,0.7872877406933703,6,train
0.7918222105072404,0.7517326409288904,7,train
0.9265947135840192,0.9236556635882148,8,train
0.9132036115693535,0.9126713493179937,9,train
0.8160052454716826,0.8042173865749888,10,train
0.7410341541997779,0.7123967073405433,11,train
0.841624350495985,0.8298905764995856,12,train
0.9396577486018659,0.934540122555467,13,train
0.9889800514800515,0.9878257402356935,14,train
0.6987532194825861,0.659262393377515,15,train
0.7253968253968255,0.6804809701158937,1,validation
0.7299465240641712,0.6448510667413946,2,validation
0.6998880179171332,0.5983811021340197,3,validation
0.6565148305084746,0.5861541245282784,4,validation
0.6878706199460918,0.5473612574041983,5,validation
0.645187165775401,0.5807917813129007,6,validation
0.6843501326259948,0.7192466020388995,7,validation
0.7332259796027911,0.6387525841691354,8,validation
0.7112520683949255,0.627211694213194,9,validation
0.7247222222222222,0.6629948948932792,10,validation
0.6536986301369863,0.539902948998477,11,validation
0.7034759358288769,0.6546835038432635,12,validation
0.701058201058201,0.7235732640322872,13,validation
0.721164021164021,0.7452180273315123,14,validation
0.5434609250398724,0.5560290405210861,15,validation
0.5853976531942634,0.6686037105148566,1,test
0.7005674378000875,0.5893940446282899,2,test
0.6363539445628998,0.6031210051395008,3,test
0.5725877192982457,0.5321963242971597,4,test
0.5949637217242851,0.6110432959130097,5,test
0.6074532811820947,0.503550395994946,6,test
0.6291079812206573,0.6247988933409477,7,test
0.6467948717948718,0.6511621391849272,8,test
0.6513213981244672,0.624655372449556,9,test
0.6521739130434784,0.6365069345083882,10,test
0.6105412483631601,0.5253331254445703,11,test
0.6455479452054794,0.6117658763836274,12,test
0.682053494391717,0.6524213114462606,13,test
0.629004329004329,0.5415465426224557,14,test
0.6563706563706564,0.5572803757103149,15,test
