auc_roc,auc_prc,split,set
0.8826566263016858,0.48573659630193794,1,train
0.8524904096977136,0.5561611914675486,2,train
0.9158214548269783,0.6065477304736844,3,train
0.9970301553457204,0.9818150915371637,4,train
0.7893414449057157,0.40277146775784073,5,train
0.9886581006666022,0.9382802287527987,6,train
0.8253567025382722,0.46838363616715517,7,train
0.9949526221972043,0.9762607067625612,8,train
0.9968206229860366,0.9809201285351028,9,train
0.9594703949006522,0.8101379657061981,10,train
0.9513212621571755,0.759955469244117,11,train
0.8961326979472141,0.6192099908286238,12,train
0.8862888686504471,0.5317475574494507,13,train
0.8266022608435835,0.5078765340857545,14,train
0.8324571039966521,0.3818543079887689,15,train
0.7345679012345679,0.45032625777924307,1,validation
0.5172064777327935,0.15561917889566068,2,validation
0.6156521739130435,0.2340038592121482,3,validation
0.6155339805825244,0.20892499802065392,4,validation
0.6773913043478261,0.3387919534799396,5,validation
0.6594626168224299,0.20599286663387897,6,validation
0.6384345794392523,0.25003378048120906,7,validation
0.782010582010582,0.38824686502739597,8,validation
0.693118756936737,0.21178443303738798,9,validation
0.6343457943925235,0.26258038166449743,10,validation
0.6920088790233073,0.2745074379277069,11,validation
0.6659267480577137,0.23658203463346997,12,validation
0.6603174603174602,0.1898863194271166,13,validation
0.6943478260869566,0.33672304124118163,14,validation
0.6830808080808081,0.40253007369355165,15,validation
0.5087542087542087,0.20684433532520718,1,test
0.660655737704918,0.2107390086472848,2,test
0.6113653699466056,0.31025321809320106,3,test
0.5221674876847291,0.17071163684114588,4,test
0.5695807314897412,0.1689469269062761,5,test
0.6071428571428571,0.26247639592365674,6,test
0.6743589743589743,0.21955282298514733,7,test
0.4782051282051282,0.13515476675645258,8,test
0.4563725490196078,0.10395378737396882,9,test
0.6252052545155993,0.24724982991140132,10,test
0.6211001642036125,0.27760993106141196,11,test
0.675103305785124,0.29715529784567846,12,test
0.4738562091503268,0.12809588875537958,13,test
0.5412311265969802,0.10487296269769071,14,test
0.6209000762776506,0.26431211245655956,15,test
