auc_roc,auc_prc,split,set
0.9805574715693037,0.9894450197258381,1,train
0.9247008745729972,0.9595839136275897,2,train
0.850296313067604,0.9132961071635561,3,train
0.679837089329351,0.7896501153101796,4,train
0.7591874521533228,0.8409061438217318,5,train
0.7771858808290155,0.851772038262872,6,train
0.8056356879942235,0.8741929810540197,7,train
0.7536916549792086,0.8351674917595777,8,train
0.9968339890302386,0.9982946600315487,9,train
0.8914599467029136,0.9384369534086644,10,train
0.7372119621530728,0.8350630045411181,11,train
0.8411800986842106,0.9027418663364235,12,train
0.9870872464229496,0.9934726691585805,13,train
0.807511154289004,0.8858128909996343,14,train
0.9577213172804533,0.9773359740985914,15,train
0.7415577342047931,0.7431945909291047,1,validation
0.8338888888888889,0.896370752627943,2,validation
0.6696623093681918,0.7217880577765974,3,validation
0.6999424626006905,0.8071297242911544,4,validation
0.6556550951847705,0.7235835490361243,5,validation
0.6915995397008056,0.7847327097677472,6,validation
0.701759899434318,0.8427528576010552,7,validation
0.6930722891566264,0.823763589117971,8,validation
0.6786114221724525,0.7300872293717746,9,validation
0.7005813953488372,0.8134782762195163,10,validation
0.7081971677559913,0.7291585872431536,11,validation
0.7302777777777778,0.7837196954332745,12,validation
0.7155067155067155,0.8411296287760884,13,validation
0.7061213434452871,0.7715602748924193,14,validation
0.6704941860465117,0.7747494251924835,15,validation
0.6456876456876457,0.8418334202236345,1,test
0.656473960821787,0.7909922070310182,2,test
0.6106382978723404,0.7377376872963115,3,test
0.6268398268398269,0.6662871590795508,4,test
0.6989114299851559,0.8169638862066084,5,test
0.6628603104212861,0.744632467136877,6,test
0.7033646709549727,0.842002867560737,7,test
0.6855396065922382,0.7937551191829231,8,test
0.6190804597701148,0.6954982932549822,9,test
0.6397628818969449,0.7640087337438111,10,test
0.5560386473429951,0.7239785669002226,11,test
0.6316262353998203,0.6820497395434701,12,test
0.671135265700483,0.8048783123458734,13,test
0.6617021276595745,0.7677684875982591,14,test
0.762406015037594,0.8831149100948884,15,test
