auc_roc,auc_prc,split,set
0.9512448777360983,0.9607877951898793,1,train
0.9553129339027011,0.9690964231042186,2,train
0.8750065513626835,0.9064528652380338,3,train
0.8940310738167038,0.9170659999332023,4,train
0.9922091010526384,0.9931760383117494,5,train
0.890547997273776,0.9229123464453705,6,train
0.7988567240267921,0.802256883992029,7,train
0.9838035630199341,0.9866706823255745,8,train
0.8640884700955372,0.8811242313523996,9,train
0.9977642110087239,0.9980062307690467,10,train
0.9879030145884078,0.9894089685138278,11,train
0.7569201233156311,0.7843010414774588,12,train
0.923856205940231,0.9452817606180285,13,train
0.9946139506540905,0.9959382813190862,14,train
0.9526111520510931,0.9568441659211521,15,train
0.7545021186440678,0.7374272223141047,1,validation
0.7507944915254238,0.7283246421958356,2,validation
0.7263352723426758,0.7178429852813306,3,validation
0.7501322051824432,0.775440672055413,4,validation
0.6904131355932203,0.6441099669500472,5,validation
0.7558201058201058,0.7245668363870353,6,validation
0.7596256684491978,0.7664645335069618,7,validation
0.773209549071618,0.8092511695764846,8,validation
0.7161513859275054,0.7402646226648684,9,validation
0.8170021186440678,0.778103035376458,10,validation
0.6955026455026456,0.6156772574951058,11,validation
0.739406779661017,0.7539321839172354,12,validation
0.7515889830508475,0.7695426519228181,13,validation
0.7301587301587301,0.7227343676912328,14,validation
0.7166666666666668,0.6919181466088092,15,validation
0.7298642533936652,0.825788400176255,1,test
0.6861407249466951,0.7041081319884925,2,test
0.6916346564233888,0.7443004577423624,3,test
0.6703624733475481,0.7025503255995499,4,test
0.6984848484848485,0.7056691034087393,5,test
0.6720682302771855,0.6802809342437578,6,test
0.6919948630136986,0.7147886075186256,7,test
0.6729868913857678,0.7926300544107421,8,test
0.6270967741935485,0.6873305613078784,9,test
0.6988265971316818,0.7424029442396315,10,test
0.6382657463330457,0.6578628248618035,11,test
0.6074626865671642,0.5886677592279052,12,test
0.7012377294067436,0.7168695725991251,13,test
0.6726342710997443,0.6810378941681011,14,test
0.7446489726027397,0.7677326378392002,15,test
