roc_auc,prc_auc,split,set
0.9411462227622301,0.7523630622411732,1,train
0.8917407327119012,0.5991209727372087,2,train
0.8985091523082236,0.6083861451734176,3,train
0.8393944772823406,0.49323385427656863,4,train
0.882565492781735,0.6120074919318831,5,train
0.867546773098142,0.5018247508884796,6,train
0.9348067086366318,0.7293831621502214,7,train
0.8900203731576021,0.5941049870267804,8,train
0.9116420016194975,0.6785856955115317,9,train
0.8927467873856296,0.6052709594069499,10,train
0.9009772963178909,0.6274551295906554,11,train
0.9316737611223826,0.7326204012138238,12,train
0.9257032774738068,0.7106484434546527,13,train
0.9156818601023087,0.6808113095146713,14,train
0.906536166794141,0.6449716196729202,15,train
0.8315965537158259,0.6142881712328554,1,validation
0.8339048925468678,0.5105532875123338,2,validation
0.8412626032325076,0.513743000559378,3,validation
0.8167653638636664,0.5136613899017216,4,validation
0.8828420256991685,0.675712210142514,5,validation
0.8508046737213404,0.46583337988202417,6,validation
0.81593310373008,0.4867621323380506,7,validation
0.8106471225903756,0.4715379847590085,8,validation
0.840843023255814,0.5866340648981337,9,validation
0.8219620395327942,0.4797686434077679,10,validation
0.8334714167357083,0.5146603340408843,11,validation
0.8182450508293205,0.4882950683234013,12,validation
0.8406318082788672,0.5248719139940156,13,validation
0.830264263100084,0.4599852955527703,14,validation
0.8093014426727411,0.5302229536493004,15,validation
0.8215444202372307,0.4687567764442662,1,test
0.8215120082235305,0.49766213495966266,2,test
0.8202278292345363,0.4870920011760684,3,test
0.7774818227629401,0.5259007162732873,4,test
0.8153349781742267,0.4704323867760188,5,test
0.8124423963133641,0.4373814730506738,6,test
0.8508486562942008,0.48489442792692694,7,test
0.7754774305555555,0.378971174211065,8,test
0.8586022619952549,0.5008859456282941,9,test
0.8113844382234399,0.5097008156972086,10,test
0.8508172499769138,0.535309829228569,11,test
0.8238605099046221,0.5014467824752443,12,test
0.813724451975008,0.5287092421299232,13,test
0.8166976264189886,0.4684378516249874,14,test
0.798238482384824,0.4854361456304731,15,test
