auc_roc,auc_prc,split,set
0.9537523960833753,0.7917922762805311,1,train
0.969694675440894,0.836174735989133,2,train
0.974961932506079,0.8650922897996524,3,train
0.9595187284342391,0.8042873547174613,4,train
0.9773406919145536,0.8722942268668834,5,train
0.9415763677217159,0.7344773463700964,6,train
0.9703438757005187,0.8435053917222151,7,train
0.9604601320760952,0.8119505025463584,8,train
0.9734495175416858,0.8579695959179242,9,train
0.9722686403340054,0.8538438088469293,10,train
0.9643086073605518,0.8224875431912706,11,train
0.9618257567907783,0.8059896718562536,12,train
0.9474648344042422,0.7516106039572148,13,train
0.9719841604302355,0.8650136599587885,14,train
0.9540088982835073,0.7775887514408563,15,train
0.9268226667650894,0.7549743498095819,1,validation
0.9221237179964737,0.7182385904850649,2,validation
0.8914493972525932,0.656025561595245,3,validation
0.9427405589929593,0.7786966450121516,4,validation
0.9261743091066589,0.766585070797117,5,validation
0.9405205518418434,0.824376697567384,6,validation
0.9280955789241866,0.7639000289472541,7,validation
0.9333115397188623,0.7335322024629518,8,validation
0.905116863259065,0.7217663174979707,9,validation
0.9136504345755447,0.6494229570198483,10,validation
0.8947646013768599,0.6362351763948186,11,validation
0.914391323116771,0.6678559561466347,12,validation
0.9085985104942452,0.6578264205797281,13,validation
0.9105044699872287,0.6705304627499542,14,validation
0.9029720279720279,0.6282525372126617,15,validation
0.9282021440880911,0.7767024405341607,1,test
0.896568724117531,0.6321742835141584,2,test
0.9114662084765177,0.7250510208134371,3,test
0.9200301235472512,0.7390495791084772,4,test
0.9212184873949579,0.7441388224232293,5,test
0.8931426939707923,0.7007249106717977,6,test
0.9197654521931472,0.6792149473763296,7,test
0.9016194331983806,0.6450091862639898,8,test
0.9180014455247021,0.6829016394483577,9,test
0.899015635232482,0.6984703803568761,10,test
0.9000196232339089,0.7097860213652389,11,test
0.8832622601279319,0.68312734664602,12,test
0.8722381635581062,0.6031435816011939,13,test
0.8881323423639415,0.6370376392729004,14,test
0.9428784013605441,0.7153793429568844,15,test
