roc_auc,prc_auc,split,set
0.8739157254782255,0.6023253462365774,1,train
0.8441003491041756,0.5170231463337569,2,train
0.8240797493785541,0.4983016685459899,3,train
0.9153829696191698,0.64498476512984,4,train
0.8550688138345068,0.5410811640688108,5,train
0.8888156179658747,0.6080765531150142,6,train
0.9736376817822038,0.7891461000780151,7,train
0.914882552528829,0.6550049162932249,8,train
0.9024811893780906,0.6208947314863297,9,train
0.860876091995008,0.5361826269387575,10,train
0.8539913290235425,0.5270319314997415,11,train
0.8740450714921255,0.5585791976256348,12,train
0.86054300938848,0.5192121379947147,13,train
0.8530806194644786,0.5487044691848861,14,train
0.8520575004564847,0.53971405003619,15,train
0.8378164556962026,0.47698612897542253,1,validation
0.7622435897435897,0.44012585499810153,2,validation
0.8418994700828317,0.60164198693564,3,validation
0.7845786963434022,0.4815835708494507,4,validation
0.8888499844382198,0.6498829136806306,5,validation
0.8196571428571429,0.4999632340623807,6,validation
0.8942610062893083,0.5879854161502567,7,validation
0.9233797352806937,0.6883411346044875,8,validation
0.7992387166938554,0.5052013496246793,9,validation
0.8920454545454546,0.6791643683330004,10,validation
0.9338942968707035,0.6379446115425753,11,validation
0.8788337538547799,0.5892303213991709,12,validation
0.8254522935374,0.43675774332576345,13,validation
0.8188268684957427,0.38030671551103773,14,validation
0.7699443413729127,0.43796428644172447,15,validation
0.7756342494714589,0.5202557302210838,1,test
0.8643317428304393,0.5728881931384107,2,test
0.8733899845010956,0.6181303298602633,3,test
0.7809877513123594,0.5672191488177472,4,test
0.8514150943396227,0.6045330657222321,5,test
0.791513013735236,0.5098403325141789,6,test
0.6631741982507288,0.39840371716111433,7,test
0.6722222222222223,0.3390982818094384,8,test
0.8104196816208394,0.4408382405278067,9,test
0.7922304670449585,0.5122249420234273,10,test
0.7961839680589681,0.5814483650439669,11,test
0.71775589966853,0.42020708601715534,12,test
0.7949640287769785,0.5178337072486672,13,test
0.8836239407249656,0.6197018418250141,14,test
0.8747267427738643,0.4889267307475951,15,test
