roc_auc,prc_auc,split,set
0.9970509997708548,0.9653126464253261,1,train
0.9876551454874238,0.8496683950402484,2,train
0.9963969404186795,0.9401765294468131,3,train
0.9971987690365344,0.9589331095391502,4,train
0.9947514090177134,0.9202836689745046,5,train
0.9772797465453857,0.7462721049557468,6,train
0.9336380416630043,0.5180641408154941,7,train
0.9931574411529556,0.8882878506847904,8,train
0.9428973408508031,0.45621333304925876,9,train
0.9870073272352856,0.8307293263043373,10,train
0.9301932367149759,0.49869290363178864,11,train
0.9220067698259187,0.5277584976229398,12,train
0.9960648528686503,0.9448448672599277,13,train
0.9954716228696163,0.9126959710034822,14,train
0.9865522243713734,0.8615389990724993,15,train
0.9650537634408604,0.45854035216780314,1,validation
0.9166666666666667,0.4398244047371061,2,validation
0.9421487603305785,0.7423314647611048,3,validation
0.9809985096870343,0.8065878565878566,4,validation
0.9393939393939393,0.5708221330043328,5,validation
0.889,0.5331418445006928,6,validation
0.7795275590551182,0.26273187790696845,7,validation
0.7693740685543964,0.16757701040324116,8,validation
0.9113263785394933,0.4306138763404651,9,validation
0.9180000000000001,0.4222531591672216,10,validation
0.808,0.15274183894240229,11,validation
0.8397913561847988,0.22759903583621177,12,validation
0.8352564102564103,0.45268407257759563,13,validation
0.8967479674796748,0.2909680215588542,14,validation
0.9162186379928314,0.42846408069176584,15,validation
0.7783676177836762,0.3087226277419705,1,test
0.9349701393497014,0.49792667850647016,2,test
0.6083133493205436,0.08743868488994115,3,test
0.8254464285714286,0.41114508017690304,4,test
0.913269384492406,0.4086153937349328,5,test
0.8088235294117647,0.46767824601883445,6,test
0.8982843137254902,0.40951919732002556,7,test
0.9367521367521368,0.5165106234035042,8,test
0.8703703703703703,0.3620300262852672,9,test
0.8892857142857143,0.37236104597001846,10,test
0.856980056980057,0.3861636656989691,11,test
0.6889671361502347,0.18495095695943553,12,test
0.9181159420289855,0.3755115878421016,13,test
0.8583959899749373,0.31632330248715157,14,test
0.7758928571428572,0.10483842738401328,15,test
