roc_auc,prc_auc,split,set
0.8535805436847104,0.5484168649903831,1,train
0.8728478024608526,0.5844831152103105,2,train
0.8922564726847595,0.6173474852800562,3,train
0.8693639483514322,0.5772453042498609,4,train
0.8791024939115332,0.6221075371665223,5,train
0.9685487872221739,0.8096729739767895,6,train
0.9027777970304922,0.6511628905892968,7,train
0.8486865661462566,0.5519452971541465,8,train
0.888203838198935,0.6171878377481568,9,train
0.8757293635229096,0.57750481006297,10,train
0.8349834620029881,0.4926421434907697,11,train
0.8838968450522235,0.6166531220047046,12,train
0.884578413958834,0.6097195127255196,13,train
0.845106755977364,0.5629553891202435,14,train
0.9433184491697513,0.719880695318562,15,train
0.8221255274261604,0.46452884010152545,1,validation
0.8312179487179487,0.5138030477313064,2,validation
0.8326902299737615,0.6187133648347756,3,validation
0.7704870646047116,0.49461821098904957,4,validation
0.8698257080610021,0.6557289112668114,5,validation
0.775942857142857,0.5464318501166493,6,validation
0.8508647798742138,0.6002279609062312,7,validation
0.9375285257873118,0.6740466702215824,8,validation
0.7624252311038607,0.49339083174584714,9,validation
0.893939393939394,0.7166684513988423,10,validation
0.9152505087169335,0.6127695509783366,11,validation
0.8894869638351556,0.5829824197984996,12,validation
0.7848896359534658,0.4389621825421179,13,validation
0.7862464522232734,0.47632060331477943,14,validation
0.827284322820037,0.5218320291990729,15,validation
0.8139975334742777,0.5119847660025412,1,test
0.778838113040484,0.5150258110004355,2,test
0.8957832291165625,0.7187187477157947,3,test
0.8680141413419991,0.6466631435191924,4,test
0.86524854862119,0.6196893709315469,5,test
0.7329378440489551,0.554773904069857,6,test
0.724899781341108,0.44386885717378144,7,test
0.7533713200379867,0.3780361422847529,8,test
0.7816931982633866,0.517862683058596,9,test
0.8055676802948737,0.5290058464113571,10,test
0.8015202702702703,0.5215537957856062,11,test
0.7261663286004055,0.4287830756963503,12,test
0.7540837917900973,0.4982826205877787,13,test
0.879453391898487,0.629561984553474,14,test
0.8010687393733301,0.5643366369072859,15,test
