roc_auc,prc_auc,split,set
0.9962282688611284,0.9955106204655413,1,train
0.9780656915172485,0.976854206662826,2,train
0.9518472272746639,0.9588965792089794,3,train
0.7662552249815587,0.7636071211500408,4,train
0.8427095066548883,0.8158641039615586,5,train
0.9857996349133,0.985399040021913,6,train
0.9723068812704897,0.9708004058488796,7,train
0.9135938757741529,0.9172340409260349,8,train
0.9511493593170421,0.9580968020550278,9,train
0.9861814605360216,0.9857954354269138,10,train
0.9641366167991119,0.9665081986467531,11,train
0.9339933343830368,0.9348285127954721,12,train
0.9970674486803519,0.9969182218616068,13,train
0.9836498305886061,0.9842225957382641,14,train
0.9777515297668848,0.976755916717757,15,train
0.746031746031746,0.7453863312783874,1,validation
0.7256684491978609,0.6603574354817735,2,validation
0.7158454647256439,0.6068067669105088,3,validation
0.6792902542372881,0.6300006986025326,4,validation
0.6541778975741239,0.5650544403505644,5,validation
0.6791443850267379,0.6253469841867889,6,validation
0.7119363395225464,0.7216102639541739,7,validation
0.7249060654857756,0.6409651031351773,8,validation
0.6825703254274683,0.5457495061779867,9,validation
0.7227777777777777,0.6275854233887169,10,validation
0.6808219178082192,0.5373453809866843,11,validation
0.6901069518716576,0.5873258474306032,12,validation
0.6761904761904762,0.6759805231583815,13,validation
0.7153439153439153,0.6864968026284075,14,validation
0.6007442849548112,0.5171196073183002,15,validation
0.5880052151238592,0.6399646036294777,1,test
0.6518987341772151,0.5743277091889771,2,test
0.6628997867803839,0.6743453156904726,3,test
0.6300438596491228,0.49895067158283396,4,test
0.6429790866410585,0.6380807265094465,5,test
0.6373315949587137,0.5341209484144499,6,test
0.7078531796841656,0.6935757614082447,7,test
0.6713675213675214,0.6792322001406653,8,test
0.570545609548167,0.5609081108166246,9,test
0.6317135549872124,0.6558987221142298,10,test
0.6953295504146662,0.607223468652188,11,test
0.5705265410958905,0.5259762050305695,12,test
0.7096635030198447,0.6366692583949092,13,test
0.6428571428571428,0.5594515537616886,14,test
0.7205062205062205,0.663900666564657,15,test
