roc_auc,prc_auc,split,set
1.0,1.0,1,train
0.8932546081128079,0.45296073899258377,2,train
0.8591245791245791,0.40367361629420173,3,train
0.894434272591857,0.534127496867596,4,train
0.9999835728952773,0.9991998399359745,5,train
0.8169961493225063,0.3980704200806108,6,train
0.8509674665654937,0.49072641949003154,7,train
0.99940206185567,0.9762484523002143,8,train
0.826997441627948,0.33641648813815184,9,train
0.9974353713582272,0.9143809892634073,10,train
0.8462833675564682,0.4071157931353587,11,train
0.9999349692187635,0.9971847454373409,12,train
0.9992846614063989,0.9754943430525561,13,train
0.9121771159379052,0.4937435501156694,14,train
0.9446501211207095,0.4864909668603121,15,train
0.7518315018315018,0.5198620124451114,1,validation
0.964021164021164,0.46942166353982623,2,validation
0.6885644768856448,0.3945158519361706,3,validation
0.7220973782771536,0.3379956658452586,4,validation
0.9313186813186812,0.15040947148090006,5,validation
0.8345588235294118,0.3614032607385337,6,validation
0.7304832713754648,0.08131419293469042,7,validation
0.8223443223443223,0.05405881872987136,8,validation
0.6089743589743589,0.3004096672158738,9,validation
0.8949814126394051,0.23485795583156532,10,validation
0.7748756218905473,0.23893832183253608,11,validation
0.6309963099630996,0.12078152754294126,12,validation
0.975,0.32842827462392676,13,validation
0.919047619047619,0.51255693890532,14,validation
0.7419117647058824,0.2862246677134423,15,validation
0.4695238095238095,0.16064449452693946,1,test
0.6994147157190636,0.30847766476712873,2,test
0.72110365398956,0.16093248209430294,3,test
0.7615511551155116,0.025449769248111192,4,test
0.6496598639455782,0.19515453489097936,5,test
0.7628992628992629,0.2862742440375297,6,test
0.5938095238095238,0.1879819080607956,7,test
0.8135964912280702,0.15500204410456195,8,test
0.7352380952380952,0.24816583927637767,9,test
0.7478501228501229,0.23625772054483216,10,test
0.7625418060200668,0.426632097024256,11,test
0.8003300330033003,0.07959017259228574,12,test
0.5119205298013245,0.1067088210402948,13,test
0.8193979933110368,0.23110354970401203,14,test
0.6325250836120401,0.2680346210569535,15,test
