auc_roc,auc_prc,split,set
0.8119452496352192,0.9061209721586102,1,train
0.7312000887311445,0.862081311559552,2,train
0.9014524728810444,0.9620773168419259,3,train
0.7470116968434546,0.8739041061498848,4,train
0.7143868679891802,0.8476843186602288,5,train
0.8024247475048119,0.9059923901416361,6,train
0.6567109880179789,0.8034068831158871,7,train
0.8222239547802358,0.913613479182567,8,train
0.778855460799114,0.8956550922053916,9,train
0.8006108356592982,0.8979042883945396,10,train
0.7947244031405224,0.9051687473450444,11,train
0.7546332826920736,0.8730655785467724,12,train
0.9298855905998762,0.9699977361427443,13,train
0.8865837119280057,0.9560843788621012,14,train
0.9726890508885774,0.9881089910219913,15,train
0.7162790697674418,0.8262773329125452,1,validation
0.7167277167277167,0.8433233589768412,2,validation
0.6430395913154534,0.8156902617938175,3,validation
0.7444767441860466,0.8494606226211046,4,validation
0.7402255639097745,0.8813207466825611,5,validation
0.7180249851279001,0.7944736277293838,6,validation
0.7230519480519482,0.8583250852977643,7,validation
0.6714285714285715,0.8294354001348443,8,validation
0.7095930232558139,0.7986941361261382,9,validation
0.6842105263157895,0.8387014218144454,10,validation
0.678062678062678,0.7793770984056426,11,validation
0.6510244547257106,0.7953640490683088,12,validation
0.732117812061711,0.8631940041889452,13,validation
0.6806267806267806,0.7878487140885058,14,validation
0.6501831501831501,0.7796428191313168,15,validation
0.5943452380952381,0.8171088889070632,1,test
0.6355764473033151,0.7870956642324876,2,test
0.6677132391418106,0.8206756497177177,3,test
0.6483091787439613,0.7637650966922573,4,test
0.6344845630559917,0.8265756462532017,5,test
0.6102756892230576,0.7984576335974596,6,test
0.647422680412371,0.8284067301238128,7,test
0.6775651249335459,0.8140904826908881,8,test
0.5388471177944862,0.7260294006667912,9,test
0.7407116692830978,0.8668787334152659,10,test
0.6682335477486394,0.812130339823737,11,test
0.615042058386937,0.7405424467272848,12,test
0.6802702702702703,0.8369995698076546,13,test
0.5786578657865787,0.7842882739199616,14,test
0.5794790005316321,0.7712523044791271,15,test
