auc_roc,auc_prc,split,set
0.86568964415011,0.42315914308428515,1,train
0.9081544983157207,0.5530562264036668,2,train
0.9363886505492314,0.6279714756055409,3,train
0.9215738835683803,0.5907322710793418,4,train
0.9017300548978101,0.5245810406170056,5,train
0.8903698296893122,0.4877923204343703,6,train
0.9581839141092633,0.7362654077562208,7,train
0.9173775975431386,0.5780615653014943,8,train
0.9090421645326413,0.5205255835026021,9,train
0.9773832846660783,0.8316931610111435,10,train
0.9756100570731633,0.8285946576970394,11,train
0.905691037943809,0.540884690756534,12,train
0.9763614821463452,0.823145130488334,13,train
0.9268408860717597,0.6073829932687799,14,train
0.9483280133828971,0.6588689905890142,15,train
0.8577325970614557,0.42346123499336047,1,validation
0.8605801599854113,0.4691407284436988,2,validation
0.8422840684160287,0.4447462597574811,3,validation
0.8421168777467326,0.4305030782229617,4,validation
0.866479545500805,0.47618193462790986,5,validation
0.8586512577104526,0.4522074660215567,6,validation
0.8729005403084819,0.5829238374880867,7,validation
0.8504074013088952,0.4404446761886571,8,validation
0.8467625542321863,0.4163454386196162,9,validation
0.8582241149823878,0.4767704114032656,10,validation
0.8573251068050274,0.5014703619960638,11,validation
0.8571625659347678,0.4531639549502786,12,validation
0.8366794493935829,0.446294645947136,13,validation
0.8391478144404579,0.433944493237502,14,validation
0.8687840423644388,0.48669182053574916,15,validation
0.8256814950494132,0.38787607818420083,1,test
0.8599037525317311,0.474030833315578,2,test
0.8623385169738816,0.4553673880414158,3,test
0.8491269291506668,0.45519086081389726,4,test
0.8271600088518505,0.4107210186327888,5,test
0.8383966147562391,0.414653452835218,6,test
0.849916873444836,0.44016788401225887,7,test
0.819689107145995,0.3724597061068163,8,test
0.8339534231564375,0.43689602240995834,9,test
0.8180744726093677,0.43974007571226936,10,test
0.8441452749332304,0.5101980539694059,11,test
0.8111511172273995,0.3722445262643371,12,test
0.8305693861942852,0.4958620370102351,13,test
0.8471247760466075,0.41906239733288486,14,test
0.8405850265631507,0.47415112098705897,15,test
