roc_auc,prc_auc,split,set
0.6175817521194994,0.007070271027823776,1,train
0.9789563988696004,0.472600807928389,2,train
0.9964675010092854,0.6566177796876327,3,train
0.9781008795548376,0.24517045315258149,4,train
0.9299497397235684,0.14969735266679096,5,train
0.9530156165858912,0.21858115977044215,6,train
0.9890464660440448,0.13283677535470503,7,train
0.8253936213161082,0.014928406050256896,8,train
0.7506055712555512,0.006625317465918967,9,train
0.8615149883324359,0.20442182748717583,10,train
0.9981551942811022,0.7812389223679547,11,train
0.9690360796984383,0.1457313606045823,12,train
1.0,1.0000000000000002,13,train
0.9972244650787242,0.38414546374105196,14,train
0.9200141299959629,0.06662261466246323,15,train
0.6123188405797102,0.004629629629629629,1,validation
0.9272727272727272,0.04560276679841897,2,validation
0.8236363636363636,0.019796798906387948,3,validation
0.9746376811594203,0.0625,4,validation
0.9746376811594203,0.0625,5,validation
0.8007246376811594,0.008928571428571428,6,validation
0.6532846715328468,0.017960570819451155,7,validation
0.6666666666666667,0.005376344086021506,8,validation
0.9781818181818182,0.554945054945055,9,validation
0.9239130434782609,0.022727272727272728,10,validation
0.5472727272727272,0.02237323960804148,11,validation
0.7971014492753623,0.008771929824561403,12,validation
0.9963768115942029,0.25,13,validation
0.52,0.00741747646404455,14,validation
0.5181818181818182,0.006992566049769441,15,validation
0.6180327868852459,0.00929443881571541,1,test
0.4248366013071896,0.002824858757062147,2,test
0.9313725490196079,0.022727272727272728,3,test
0.6797385620915033,0.005050505050505051,4,test
1.0,1.0,5,test
0.5163398692810457,0.003355704697986577,6,test
0.9967320261437909,0.25,7,test
0.6081967213114755,0.008041483372779035,8,test
0.6633986928104575,0.004807692307692308,9,test
0.326797385620915,0.0024154589371980675,10,test
0.8524590163934427,0.020180659983291563,11,test
0.9869281045751634,0.1,12,test
0.08823529411764708,0.0017857142857142857,13,test
0.5196078431372548,0.0033783783783783786,14,test
0.8235294117647058,0.00909090909090909,15,test
