rmse,mae,r2,split,set
0.47761826745714,0.35972664,0.9845539016545897,1,train
0.4536357993130484,0.35264838,0.986109174549913,2,train
0.479563177567909,0.3540915,0.9847013891835567,3,train
0.6262746449340116,0.46073347,0.9730334089037029,4,train
0.6824866567082862,0.51065576,0.9699481286084151,5,train
0.7351649074064952,0.5464195,0.9615715291057715,6,train
0.6176957319452778,0.4344376,0.9737276139120462,7,train
0.6286835364977064,0.47616914,0.9731173162893975,8,train
1.08205240277158,0.7750726,0.9218821416922387,9,train
0.768153356055112,0.5509302,0.9525414349235208,10,train
0.5359926579065066,0.407802,0.9804140622358152,11,train
0.8911385644957757,0.63021296,0.9503571573046795,12,train
0.5232955683255376,0.38400355,0.9820729631294443,13,train
0.5976577459578398,0.4185069,0.975476002646086,14,train
0.45545174647109565,0.33663067,0.9865383177683412,15,train
1.2576736468328602,0.79882187,0.9104937928331932,1,validation
0.6878202299440206,0.5130492,0.9595413185031648,2,validation
1.038210928597174,0.7183245,0.9357472201769854,3,validation
0.8670243462022859,0.62136036,0.9393544680299389,4,validation
1.1693899636302616,0.768522,0.8980001713583518,5,validation
0.9646521930270051,0.63700604,0.95320844824072,6,validation
1.245532444540909,0.68207604,0.8520864759173845,7,validation
1.126236606818869,0.7700492,0.9243978262727505,8,validation
0.9408080547057701,0.6743246,0.9446371886430277,9,validation
1.0984429089343846,0.76078606,0.934969628112389,10,validation
0.6928027645557541,0.5159697,0.973255368322084,11,validation
0.9874657443901506,0.75245774,0.8714649030059494,12,validation
1.1067139854043149,0.62897146,0.9109147362188016,13,validation
1.013844558031174,0.69502974,0.936040303265923,14,validation
0.8819796591876332,0.5875823,0.9504948812868594,15,validation
1.3036675949607073,0.8922516,0.8571646071487409,1,test
0.8777117941463924,0.61693203,0.9554100101947461,2,test
1.0509503877219908,0.7243321,0.8936697957901127,3,test
1.3342214348579837,0.8364009,0.9054757796718063,4,test
0.9155111977742938,0.7230755,0.9098102824747144,5,test
1.074501693915962,0.69321996,0.9270307402113649,6,test
1.4226461981010294,0.8153176,0.9025629613752402,7,test
1.4191964039549485,0.8852203,0.8502186212352321,8,test
1.3250830876192419,1.0115945,0.8434348278352244,9,test
1.3803970879616057,0.9259138,0.9324158376353299,10,test
1.4134095512762666,0.8365997,0.8412084496775365,11,test
1.2767961827476821,0.9228159,0.848563444527938,12,test
1.233480201602507,0.72617924,0.8687410290392131,13,test
1.0202361260844641,0.6616873,0.9305112307675489,14,test
0.9492087658015617,0.6782489,0.8951919532837468,15,test
