roc_auc,prc_auc,split,set
0.9371462615430444,0.9956450911058686,1,train
0.8423016934046345,0.9862123285309212,2,train
0.9800079061493566,0.9986594713099829,3,train
0.9616609889662711,0.9973580473180782,4,train
0.929889782543938,0.9950409147154217,5,train
0.9172960907335909,0.9942921894792464,6,train
0.6911543169193108,0.965153054479275,7,train
0.9776190534380995,0.9984684632618751,8,train
0.878199891067538,0.9907075879189358,9,train
0.7462394278253959,0.9721043106536658,10,train
0.964980637473935,0.9976685705903703,11,train
0.9857046678635548,0.9989943128076308,12,train
0.8869329150579149,0.9912214600779105,13,train
0.9403419158530175,0.995907003697626,14,train
0.9629166715111208,0.9974607876000761,15,train
0.9489795918367347,0.997024856420329,1,validation
0.8276422764227642,0.9788017348772355,2,validation
0.8642276422764228,0.9880946192803954,3,validation
0.7775000000000001,0.9824966449057707,4,validation
0.8556910569105691,0.984265938854751,5,validation
0.833,0.9866596304005285,6,validation
0.70997375328084,0.976285410382741,7,validation
0.7163978494623655,0.9717222779736746,8,validation
0.8548387096774194,0.9884610778234295,9,validation
0.8594104308390024,0.9911892376233042,10,validation
0.74,0.9789522959509389,11,validation
0.796594982078853,0.9763129694455932,12,validation
0.8288617886178862,0.9822091211549998,13,validation
0.7913832199546486,0.9859939701354605,14,validation
0.7615000000000001,0.9786217920181215,15,validation
0.8284671532846715,0.983622513169929,1,test
0.8440610484406106,0.9855283895141611,2,test
0.41079812206572763,0.9448373930179973,3,test
0.7316964285714286,0.9705739031751894,4,test
0.7919642857142857,0.9793311739926023,5,test
0.7843397478433974,0.9783094460300515,6,test
0.7644326476443265,0.9768538404413374,7,test
0.7531519575315196,0.9736107015319153,8,test
0.7772671568627451,0.9676078591855511,9,test
0.798885511651469,0.984892473675574,10,test
0.7793478260869564,0.9710636872016996,11,test
0.8541666666666666,0.9952455481411018,12,test
0.8545163868904877,0.9892257460786487,13,test
0.7626780626780626,0.9689570136833474,14,test
0.7303571428571428,0.975282514683059,15,test
