roc_auc,prc_auc,split,set
0.9914462512289114,0.9981021001545841,1,train
0.7159162354306718,0.9124535461440247,2,train
0.8467374079150247,0.9575431584286205,3,train
0.8476431399485126,0.9636786899669562,4,train
0.7913256234675735,0.9306899407800383,5,train
0.827075055187638,0.9567502093376579,6,train
0.9723156158985781,0.9939295905029014,7,train
0.8492001456227515,0.9609600351041407,8,train
0.8081116038433112,0.9494338624308116,9,train
0.973071822964219,0.9944425300906282,10,train
0.9534617184255214,0.9892016288074647,11,train
0.7556157115400232,0.9223737266170915,12,train
0.9593342060575472,0.9912390557209998,13,train
0.7237723214285714,0.9062151035930016,14,train
0.8604164028534043,0.9622848037603902,15,train
0.7064516129032258,0.8603979652152818,1,validation
0.6858685868586859,0.9090167771510385,2,validation
0.743265306122449,0.9291056994560695,3,validation
0.7724403927068723,0.896915680736213,4,validation
0.7862433862433863,0.9570021384713787,5,validation
0.7931034482758621,0.9099503668148664,6,validation
0.7334782608695651,0.9102924749610339,7,validation
0.7040673211781207,0.8818883667520256,8,validation
0.6938990182328191,0.8569258146160017,9,validation
0.7941919191919191,0.9326490310821276,10,validation
0.6591304347826088,0.8844847567109831,11,validation
0.7220408163265306,0.886936623409753,12,validation
0.7449392712550608,0.9343497278676716,13,validation
0.7539130434782609,0.9214144777379779,14,validation
0.7218013468013468,0.9235969373579999,15,validation
0.6089876033057852,0.911851262778382,1,test
0.6707165109034268,0.8852653889666728,2,test
0.6427581427581427,0.861055410150585,3,test
0.7315885575167377,0.8895937264480838,4,test
0.6799410029498525,0.9068830019451458,5,test
0.5710280373831775,0.8437095017168117,6,test
0.6438401048492792,0.8468071557644229,7,test
0.7333333333333334,0.9391628387110391,8,test
0.7212389380530972,0.9159524746480128,9,test
0.7674984783931832,0.9235053481025178,10,test
0.6720061022120518,0.9078652454822754,11,test
0.5421455938697318,0.8097740242112507,12,test
0.6269360269360269,0.858253825270366,13,test
0.6382536382536382,0.893236425146586,14,test
0.7868039664378337,0.9485825568434095,15,test
