roc_auc,prc_auc,split,set
0.9491528077922892,0.43707327928559064,1,train
0.9283197733252377,0.3964352443895976,2,train
0.9635882024700322,0.5328569755364415,3,train
0.9433567161239778,0.43520708293815585,4,train
0.8560334616782201,0.20510420507738167,5,train
0.9120669508589322,0.32943837436597295,6,train
0.9882360668519898,0.7524477875834804,7,train
0.9177547985942146,0.33396821553962003,8,train
0.9972752323488561,0.9011043542735196,9,train
0.9992263477140487,0.9850479409008532,10,train
0.8771693888303478,0.27690934152069013,11,train
0.9862138386030117,0.7772620960742613,12,train
0.9976867078051324,0.9618779942954631,13,train
0.9932197360176258,0.8493761138436932,14,train
0.9551283715376029,0.4571675607749732,15,train
0.8489469862018881,0.26430089257916517,1,validation
0.9681672025723473,0.29778664897210655,2,validation
0.8778830313014828,0.28875547465537826,3,validation
0.8319868637110016,0.21410780064640833,4,validation
0.8998108448928122,0.34804595108955827,5,validation
0.8337578143088678,0.19745078480038808,6,validation
0.9049100386749621,0.4161459154811359,7,validation
0.7642282958199357,0.1659521147788718,8,validation
0.8555555555555556,0.29902513055359087,9,validation
0.8288829741564351,0.19177411357843976,10,validation
0.7884655136773927,0.17376812941450212,11,validation
0.9359863072314935,0.4383060118326607,12,validation
0.7905555555555556,0.19795470625907233,13,validation
0.8620724755700325,0.15183547379275267,14,validation
0.9142622950819672,0.3749084479573839,15,validation
0.8814910979228485,0.20844100910733784,1,test
0.8139596044603408,0.14421943973762166,2,test
0.8448309178743961,0.25265041267913246,3,test
0.8613456974112712,0.2857720202230784,4,test
0.8187745123007182,0.20998854874980963,5,test
0.7814695108812756,0.3049731168636596,6,test
0.8632913971374726,0.28850395656036415,7,test
0.7393968714723431,0.1075795934726575,8,test
0.8060897435897437,0.29473349664406,9,test
0.7672795097255528,0.27788394873958067,10,test
0.76514598540146,0.13634900203953518,11,test
0.7727817266991455,0.25111054745389544,12,test
0.8428336703741153,0.36379765355570143,13,test
0.8567513368983957,0.20808731567603916,14,test
0.8621167426477161,0.3202756727866344,15,test
