roc_auc,prc_auc,split,set
0.9370509383378016,0.995370813304182,1,train
0.9704830164388988,0.9980527053137986,2,train
0.9899312862607401,0.9993205596910559,3,train
0.987135067260403,0.9991252538882367,4,train
0.9938576109621686,0.9995961574541079,5,train
0.9314611486486487,0.9950189829779432,6,train
0.7446626965445815,0.9715831779952583,7,train
0.9895213422457932,0.999332377761343,8,train
0.8450497623291741,0.9870360255682797,9,train
0.9816029971050689,0.9987119890904743,10,train
0.9775037235627048,0.9984874653916058,11,train
0.9888633303411132,0.999220031963413,12,train
0.9734375000000001,0.9982295007135942,13,train
0.9772096831351655,0.9984337474133524,14,train
0.9742526944854609,0.9982009251540827,15,train
0.945578231292517,0.9968191643507881,1,validation
0.8260162601626017,0.9826156431454095,2,validation
0.8658536585365854,0.9868763317785116,3,validation
0.8644999999999999,0.9899114936725568,4,validation
0.9105691056910568,0.9924847602936636,5,validation
0.8240000000000001,0.9863950586143739,6,validation
0.7664041994750657,0.9862999422686389,7,validation
0.7298387096774193,0.9736484639511198,8,validation
0.9175627240143369,0.9938056612617899,9,validation
0.9013605442176871,0.9941575253623853,10,validation
0.825,0.9872551494858093,11,validation
0.7365591397849462,0.9748597263332447,12,validation
0.9089430894308943,0.9919753318588364,13,validation
0.8832199546485261,0.9929825932895071,14,validation
0.8495000000000001,0.989045716894756,15,validation
0.8719309887193099,0.9870016048869968,1,test
0.8931652289316524,0.9909148547955468,2,test
0.7640845070422535,0.9855919945177944,3,test
0.7433035714285714,0.9769844763332389,4,test
0.8584821428571429,0.9897178942155799,5,test
0.9216987392169874,0.9925112945939445,6,test
0.7597876575978766,0.9703659744919568,7,test
0.8964830789648308,0.9912351594457445,8,test
0.8710171568627452,0.9856414081095457,9,test
0.8520770010131713,0.9859735897617488,10,test
0.7876811594202898,0.971749304435339,11,test
0.8211805555555556,0.9941650379288346,12,test
0.8585131894484412,0.989429352836146,13,test
0.8173789173789173,0.9805694415224345,14,test
0.8535714285714285,0.9874843315297153,15,test
