auc_roc,auc_prc,split,set
0.8792057363485934,0.9500753851400352,1,train
0.9995721891240968,0.9998260805820368,2,train
0.8680452054312237,0.9421241506604994,3,train
0.9842373017144689,0.9940628661025025,4,train
0.7352027566726992,0.8693784575952022,5,train
0.999484096275572,0.9997924099139598,6,train
0.9484573587917053,0.9804325230874381,7,train
0.8516986648474807,0.9346981203090012,8,train
0.9630157775449806,0.9861780375899833,9,train
0.9993640399948182,0.9997354735174937,10,train
0.9880588046787374,0.9953787906199038,11,train
0.8173342283881555,0.916609137673569,12,train
0.7595972479901052,0.8781244987071851,13,train
0.9447666947400053,0.9790685165506327,14,train
0.9946453737835302,0.9978599054393982,15,train
0.684593023255814,0.8103354589797951,1,validation
0.6700244200244201,0.7863288612233634,2,validation
0.6532567049808429,0.8197868629629864,3,validation
0.7770348837209302,0.8642638577145537,4,validation
0.7218045112781954,0.8809148727561111,5,validation
0.7207019631171921,0.8192380000527644,6,validation
0.7392857142857143,0.8605644176600332,7,validation
0.7308441558441559,0.8490608058364507,8,validation
0.7203488372093023,0.811785415892752,9,validation
0.6772445820433436,0.8223845013936513,10,validation
0.7256410256410257,0.7952163892139081,11,validation
0.686384666226041,0.8111018454347552,12,validation
0.6988078541374475,0.8811501669423423,13,validation
0.6552706552706551,0.7767567013429557,14,validation
0.7277167277167278,0.8301097210347255,15,validation
0.6684523809523809,0.8802065667631942,1,test
0.6716971796140524,0.8160414307407717,2,test
0.6677132391418106,0.8097170533878949,3,test
0.6475845410628019,0.7444046503387478,4,test
0.6753008895866038,0.8524325483347138,5,test
0.6091478696741854,0.7870083008387521,6,test
0.7056701030927836,0.8624398410617335,7,test
0.6993620414673046,0.8719534904139385,8,test
0.6030075187969925,0.7598580545099246,9,test
0.6967556253270539,0.8494784578586012,10,test
0.6786244433448788,0.81004011738419,11,test
0.5945076694705591,0.7571910067407033,12,test
0.6675675675675676,0.8271924115133891,13,test
0.649064906490649,0.8522300840150976,14,test
0.5728335991493886,0.7768777588311148,15,test
