auc_roc,auc_prc,split,set
0.9081975549724376,0.5890134536936178,1,train
0.981372346922795,0.8775660000339908,2,train
0.9436205517505135,0.7038866215384069,3,train
0.9791210012097256,0.8721849329189716,4,train
0.9398874509783148,0.6995318816405727,5,train
0.9304320829573262,0.6530993944323681,6,train
0.9508808401049781,0.7336449161002196,7,train
0.9586862773424532,0.7763570271041866,8,train
0.96616324013887,0.8069535280012942,9,train
0.9810507776877178,0.8782652023208501,10,train
0.9416876977947973,0.7087601568328789,11,train
0.9499235515026102,0.7342753624861913,12,train
0.9782073452908276,0.8500774363259638,13,train
0.9431231909282628,0.7158376730704822,14,train
0.9503646075691174,0.7616373316805685,15,train
0.9150380768877878,0.6241784387704225,1,validation
0.9141066873683045,0.6345945106883417,2,validation
0.8710101179495779,0.5886153962976536,3,validation
0.8783817888148597,0.5936295649034544,4,validation
0.8795037647177725,0.5960856980785306,5,validation
0.9219784047370254,0.5700678284978573,6,validation
0.908940917661848,0.6676931160354485,7,validation
0.9088209654571211,0.5743361823246284,8,validation
0.884517118037813,0.5052514680041768,9,validation
0.9369706462466645,0.6914206457507138,10,validation
0.9215036102761164,0.6386033562962147,11,validation
0.9084530758868432,0.7137978960464169,12,validation
0.9102839931153185,0.7036052796543597,13,validation
0.9111111111111112,0.6352795478913242,14,validation
0.9081665925596561,0.5697635956169896,15,validation
0.9095939160532345,0.5704578939231334,1,test
0.8631741075196219,0.5558845022411886,2,test
0.9033574879227053,0.585650021846601,3,test
0.8986743993371997,0.5459714756962396,4,test
0.8882392248580019,0.586933070247669,5,test
0.8701532311792138,0.5263247855205851,6,test
0.8919274983532011,0.5893696103054651,7,test
0.8653071166024534,0.47425379185984945,8,test
0.8842885872297638,0.5050787391234762,9,test
0.8825885328836426,0.574030086266216,10,test
0.8540500672480368,0.5314027162119369,11,test
0.8938877578118085,0.6349994712483492,12,test
0.8937851232814218,0.6644051281614318,13,test
0.9106525690586519,0.5804012453732899,14,test
0.9142766931537126,0.5677309709371515,15,test
