auc_roc,auc_prc,split,set
0.9627984264785676,0.8738464852473582,1,train
0.7684466019417476,0.4636322326686253,2,train
0.9694361114734141,0.8915336538219317,3,train
0.9797352535123575,0.9289169721532495,4,train
0.7444101816550797,0.49344079534451435,5,train
0.8465242846540777,0.5795286763185509,6,train
0.9999113539029214,0.9996018432343724,7,train
0.8681150419736166,0.6875398808544416,8,train
0.993700920374905,0.9759174284328748,9,train
0.9860679611650485,0.948867148192225,10,train
0.972854441111256,0.8965426712260149,11,train
0.868335995235646,0.608988346504527,12,train
0.9949863939968665,0.9777113941026163,13,train
0.9928960251057267,0.9679473014970085,14,train
0.9967650251760688,0.9801767212944256,15,train
0.7402787967718268,0.40614218328930135,1,validation
0.768107476635514,0.369442093940223,2,validation
0.6251167133520075,0.3280149679842713,3,validation
0.6546938775510204,0.3436279181728976,4,validation
0.6672780630961116,0.4052668193952479,5,validation
0.6778711484593838,0.2498797581725435,6,validation
0.7710204081632652,0.49304391315730023,7,validation
0.6870370370370371,0.30642643226093497,8,validation
0.6724821570182395,0.3357033673549896,9,validation
0.842873831775701,0.5399673419637987,10,validation
0.669000933706816,0.3868253053575881,11,validation
0.7695652173913043,0.44532321660886565,12,validation
0.6968623481781377,0.26522017344729465,13,validation
0.7,0.30662037540050624,14,validation
0.7661064425770308,0.46751788152410806,15,validation
0.5883575883575883,0.20951644374384265,1,test
0.508080808080808,0.20638990054814038,2,test
0.6441740412979351,0.23315896639541117,3,test
0.7221231043710973,0.2943689029269022,4,test
0.532448377581121,0.22439950921738275,5,test
0.563973063973064,0.31167552802426635,6,test
0.5967857142857144,0.23590431139706555,7,test
0.5862785862785863,0.3313765885287482,8,test
0.6815203145478373,0.4350674742285843,9,test
0.6663299663299663,0.36414095512734374,10,test
0.6618731563421829,0.2809053518073891,11,test
0.5545977011494253,0.20147447197274734,12,test
0.6277139208173691,0.38150608964298405,13,test
0.6806324110671936,0.42278226731621793,14,test
0.5828571428571429,0.21393500449073122,15,test
